Genes;ProteinAccessions;ProteinDescriptions;log2 daf2_d1_01;log2 daf2_d1_02;log2 daf2_d1_03;log2 daf2_d1_04;log2 eat2_d1_01;log2 eat2_d1_02;log2 eat2_d1_03;log2 eat2_d1_04; -Log.p.value;Student's T-test q-value daf2_d1_eat2_d1;log2FC;Student's T-test Test statistic daf2_d1_eat2_d1;Sign p-val: 0.05 
ddl-3;"Q7K742;Q9XW00";Daf-16-Dependent Longevity (WT but not daf-16 lifespan increased);10,9968;10,7365;10,5714;10,8202;10,6882;10,3147;10,3947;10,2867;1,51908;0,0241685;0,360133;2,82227;+
CELE_Y106G6D,8;Q7K7C1;Uncharacterized protein;14,1227;13,7404;13,4067;13,3523;14,1518;13,3586;13,3109;14,4948;0,199587;0,569206;-0,173512;-0,505015;
gsa-1;Q7KPV0;G protein, Subunit Alpha;17,2905;16,611;17,233;16,6716;16,1659;16,7476;16,2216;15,9185;1,47584;0,0267364;0,688138;2,74683;+
CELE_R02C2,7;Q7KPV8;Uncharacterized protein;16,0013;15,5563;15,9276;16,0073;16,0818;14,8735;15,5543;15,5166;0,652269;0,180746;0,366562;1,36001;
emc-6;Q7KPW6;EMC Endoplasmic Membrane protein Complex (Yeast EMC) homolog;12,763;12,8389;13,0531;12,964;15,8016;14,5718;15,1723;15,319;3,93377;0,000176871;-2,31145;-8,83982;+
mrpl-1;Q7KPW7;Mitochondrial Ribosomal Protein, Large;14,8953;14,4086;14,4292;14,3685;14,9421;14,9386;14,6333;14,6458;0,88259;0,103521;-0,26456;-1,74806;
CELE_W09G3,8;Q7YTG6;Uncharacterized protein;12,8479;12,4484;11,9093;12,2907;10,4416;10,1387;11,5218;10,6302;2,50538;0,00309356;1,69104;4,76094;+
cpsf-4;Q7YTG9;Cleavage and Polyadenylation Specificity Factor;12,3293;12,2942;12,0856;12,6821;10,5024;10,335;10,1128;10,4838;4,89397;0;1,98934;12,9991;+
CELE_Y57G11C,43;Q7YTI4;Uncharacterized protein;13,4861;13,5037;14,2133;13,969;14,0825;13,2853;14,3662;14,4766;0,344451;0,389511;-0,259608;-0,803326;
CELE_Y57G11C,40;Q7YTI7;Uncharacterized protein;11,0256;10,7169;10,2612;10,7242;10,7165;10,3229;10,3036;10,6618;0,417706;0,32407;0,180762;0,942749;
CELE_T09A5,15;Q7YTK7;Uncharacterized protein;13,7077;13,6548;14,1478;14,0692;15,8455;14,3321;14,6653;14,9505;1,63574;0,0192521;-1,05348;-3,02877;+
C27B7,9;Q7YTR9;Uncharacterized protein;16,7438;16,6678;16,7367;16,5569;15,6209;16,0456;16,0572;15,6399;3,18932;0,000931608;0,835385;6,47067;+
ero-1;"Q7YTU4;V6CJW5";"Endoplasmic reticulum oxidoreductin-1;Endoplasmic Reticulum Oxidase";13,8191;13,3144;12,3712;13,022;12,74;12,5352;12,9644;12,6434;0,618155;0,19663;0,410908;1,30125;
grsp-1;Q7YWQ8;Glycine Rich Secreted Protein;14,6441;14,6191;14,5383;14,6802;14,6232;14,2752;14,9673;14,1557;0,253324;0,492773;0,11508;0,62;
CELE_Y42A5A,5;Q7YWR3;Uncharacterized protein;13,1668;12,3027;12,9905;12,9839;11,5091;10,9517;11,2655;11,6009;3,15596;0,000909747;1,52917;6,3781;+
CELE_Y26E6A,3;Q7YWR7;Uncharacterized protein;14,556;14,2407;14,0877;13,5438;13,817;13,8649;12,9322;13,8089;0,808171;0,124208;0,501325;1,62384;
CELE_T23F11,6;Q7YWS5;Uncharacterized protein;10,6364;10,4118;10,7874;10,6558;10,6314;9,91491;10,1511;10,455;0,967549;0,0852564;0,334732;1,88929;
flp-28;Q7YWT6;FMRF-Like Peptide;14,7781;14,664;14,6632;14,6601;13,8424;14,4649;14,1952;14,5794;1,3495;0,0361282;0,420865;2,52933;+
mig-14;Q7YWX7;Protein wntless homolog;13,5819;13,4018;13,3449;13,3916;11,4649;12,4606;13,1423;12,3965;1,64952;0,0188086;1,06396;3,05346;+
mrpl-53;Q7YX52;Mitochondrial Ribosomal Protein, Large;14,5061;14,3229;14,6737;14,8404;15,2168;15,0802;15,0809;15,6395;2,08258;0,00711969;-0,668588;-3,86974;+
CELE_D1086,8;Q7YX57;Uncharacterized protein;15,6806;14,973;15,21;15,0726;13,4337;13,2652;13,6526;13,5934;4,17644;0,000235294;1,74785;9,75745;+
C40H1,9;Q7YX60;Uncharacterized protein;12,3089;12,4655;11,9114;11,423;10,709;10,1012;10,4175;10,5766;2,97835;0,00151938;1,57613;5,9023;+
C26C6,9;Q7YX71;Uncharacterized protein;11,0586;10,6809;10,774;10,8109;12,795;13,5721;12,7003;13,6018;4,01037;0,000194757;-2,33621;-9,12086;+
C08F8,9;Q7YX96;Uncharacterized protein;17,2584;17,4513;17,0321;17,2223;18,6211;18,4986;18,7485;18,9928;4,43511;0;-1,47423;-10,8288;+
CELE_H06H21,8;Q7YXH1;Uncharacterized protein;12,7073;12,5542;12,6455;15,7112;13,8027;13,5536;13,6687;13,4463;0,101279;0,747301;-0,213245;-0,275749;
CELE_Y4C6B,7;"Q7YZG3;V6CKD2";Uncharacterized protein;15,4718;14,2456;15,2087;14,1381;13,6647;12,7668;13,6149;14,0488;1,55065;0,0223436;1,24225;2,87771;+
ttr-7;Q7YZH4;TransThyretin-Related family domain;14,8274;14,3698;14,4874;14,595;13,4327;13,5297;13,5555;13,9424;3,17316;0,000919708;0,954845;6,42568;+
tps-1;Q7YZT6;Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1;15,1798;14,8741;15,3476;14,2688;15,553;16,1385;15,5465;14,9907;0,984364;0,0819872;-0,639598;-1,91721;
vem-1;Q7YZW5;Protein vem-1;15,6621;15,4906;15,4332;15,2595;15,7589;15,5866;15,4444;15,589;0,599898;0,205373;-0,13333;-1,26959;
tnt-2;Q7Z072;TropoNin T;19,7121;19,6538;19,6109;19,3186;19,8629;19,3801;19,2709;19,2189;0,353795;0,380435;0,140648;0,821453;
B0261,8;Q7Z116;Uncharacterized protein;11,9387;12,4583;12,9548;13,4358;12,7572;13,6986;12,587;12,0022;0,0471378;0,875368;-0,0643122;-0,134845;
hyl-2;Q7Z139;Ceramide synthase hyl-2;14,9401;14,9214;14,8031;15,2642;15,6259;13,18;14,6109;15,0878;0,27599;0,465226;0,356045;0,666827;
CELE_ZK418,9;Q7Z145;Uncharacterized protein;16,6012;16,5808;16,5642;16,5141;15,8264;15,9681;15,6499;16,0738;3,47859;0,00075;0,685544;7,31897;+
alh-12;Q7Z1Q3;ALdehyde deHydrogenase;18,3132;18,2583;18,2327;18,1583;17,6118;18,06;17,6823;18,1222;1,49628;0,0255187;0,371541;2,78242;+
CELE_M60,4;Q7Z2A6;Uncharacterized protein;18,75;18,5264;18,549;18,4242;15,0314;14,5857;16,6055;13,8169;3,01606;0,00141063;3,55254;6,00099;+
grd-13;Q7Z2A9;GRounDhog (Hedgehog-like family);14,2478;13,553;14,1101;13,3132;12,2426;11,5315;10,5263;13,1293;1,77339;0,0142582;1,94859;3,27868;+
fars-1;Q86B36;Phenylalanyl Amino-acyl tRNA Synthetase;16,4874;16,1078;16,153;16,117;16,3377;16,6829;16,53;16,1908;0,766047;0,138442;-0,219068;-1,55315;
C33A12,19;Q86D15;Uncharacterized protein;11,0718;11,2529;11,2947;10,6966;11,3371;10,3652;11,6031;11,0683;0,0163834;0,956263;-0,0144701;-0,0483868;
vps-29;"Q86D99;Q9XVX5";Vacuolar protein sorting-associated protein 29;14,7057;14,3142;14,3251;14,6445;15,1405;14,7992;14,9159;14,4643;0,975667;0,0837499;-0,332615;-1,90277;
ifd-1;Q86DC6;Intermediate filament protein ifd-1;15,6328;15,5127;15,322;15,2752;15,8603;16,0899;15,7105;15,7887;1,9719;0,00924911;-0,426677;-3,65298;+
smi-1;"Q86DC9;Q9N405";SMN (Survival of motor neuron) protein Interactor;11,0082;10,6313;10,6851;10,6522;13,1553;13,3202;12,8606;12,9152;5,52813;0;-2,31864;-16,6795;+
spp-5;Q86FL8;SaPosin-like Protein family;13,6774;14,6046;14,2296;14,3297;11,6588;12,4525;14,8354;12,4614;0,974836;0,0838144;1,35829;1,90139;
flp-33;Q86G91;FMRF-Like Peptide;13,6047;12,6326;13,7376;13,8759;13,9324;11,8548;12,695;13,4649;0,388715;0,347094;0,475921;0,888276;
adr-1;"Q86GC2;Q86GC3";Adenosine Deaminase acting on RNA;14,5535;14,3663;14,3635;14,5245;14,5091;14,2208;14,5044;14,376;0,235437;0,514678;0,0493598;0,582381;
dao-2;Q86LS4;Dauer or Aging adult Overexpression;17,9516;17,7313;16,735;17,7601;15,3366;16,3073;17,1213;15,5073;1,61619;0,0200643;1,4764;2,99384;+
dve-1;Q86MI0;Uncharacterized protein;12,3376;11,4356;10,2874;10,7156;12,5813;11,0312;11,0731;11,7959;0,310632;0,426273;-0,426319;-0,736755;
CELE_Y71H10B,1;"Q86MI3;Q95X21;Q9TZC8";Uncharacterized protein;16,1444;15,9765;16,1054;16,078;16,1533;16,6245;16,3317;16,733;1,50214;0,025242;-0,38455;-2,79265;+
col-95;Q86MP1;COLlagen;14,1629;14,2507;14,0112;14,7637;14,4358;13,3598;13,3424;14,5793;0,441485;0,304315;0,367845;0,986819;
CELE_T22F3,3;Q86NC1;Alpha-1,4 glucan phosphorylase;18,2002;18,2193;19,2909;18,879;18,2578;18,1137;17,1701;18,1935;0,992597;0,0803091;0,713583;1,93089;
asp-2;"Q86NE0;Q86NE1";ASpartyl Protease;17,8631;17,7129;17,859;18,1971;18,2657;17,6633;17,9479;18,1432;0,235341;0,514638;-0,097002;-0,582178;
ttr-41;Q86NH9;TransThyretin-Related family domain;17,8342;16,5572;16,6613;16,2753;16,7482;16,3051;17,2299;16,9996;0,00954871;0,972549;0,0112753;0,0284143;
C50D2,7;Q86S40;Probable ADP-dependent glucokinase;14,7967;14,5779;14,408;14,5051;14,391;13,821;13,685;14,0071;1,85077;0,0123542;0,595917;3,4225;+
ugt-31;Q86S61;UDP-GlucuronosylTransferase;14,0641;16,4579;13,3335;10,9689;14,5888;13,3657;13,8048;13,9221;0,0658325;0,829852;-0,214253;-0,184972;
icd-2;Q86S66;Nascent polypeptide-associated complex subunit alpha;18,9336;18,8196;18,893;18,6749;19,2657;19,0529;19,0703;19,2064;2,21368;0,00589492;-0,318541;-4,13483;+
rme-1;Q86S80;Receptor Mediated Endocytosis;15,0619;14,3402;13,8419;13,7818;11,1237;14,0576;13,8395;12,8985;0,882174;0,103612;1,27663;1,74737;
rabx-5;Q8I100;RAB eXchange factor;13,6827;13,3617;20,7474;13,4874;18,1412;19,018;18,7204;16,9118;0,75799;0,141171;-2,87804;-1,53959;
CELE_M28,10;Q8I116;Uncharacterized protein;15,5221;15,5812;15,5264;15,32;14,2213;14,925;14,4066;14,5651;3,0101;0,00140385;0,9579;5,98531;+
gly-4;Q8I136;Polypeptide N-acetylgalactosaminyltransferase 4;14,2783;13,8471;13,7085;13,659;13,9474;14,3374;13,8589;14,1061;0,491309;0,26696;-0,189222;-1,0776;
CELE_ZK863,8;Q8I4A6;Uncharacterized protein;11,7533;11,5113;10,8669;12,6509;11,7785;11,9064;11,3889;11,2623;0,102505;0,745448;0,111518;0,278798;
CELE_Y60A3A,21;Q8I4C1;Uncharacterized protein;16,3753;15,7078;15,6599;15,3218;13,4657;13,7186;14,7951;14,8279;2,01542;0,00820991;1,56439;3,73747;+
faah-4;"Q8I4C5;Q9U217";Fatty Acid Amide Hydrolase homolog;15,2032;14,8895;14,9099;15,02;14,8365;14,83;14,9476;15,0937;0,358531;0,376706;0,0786974;0,8306;
CELE_T03F7,7;Q8I4G3;Uncharacterized protein;12,0887;12,5424;11,5074;11,8415;12,4852;13,3999;12,4523;13,4095;1,45611;0,0278856;-0,941738;-2,71259;+
CELE_K02C4,5;Q8I4H7;Uncharacterized protein;12,7312;11,5993;11,3443;12,573;11,762;10,8726;10,6069;12,1411;0,692849;0,164487;0,716284;1,42935;
CELE_F49E2,5;Q8I4I3;Uncharacterized protein;16,429;17,7247;17,518;17,9608;17,0879;16,5965;16,4661;16,548;1,03468;0,0721566;0,733512;2,00079;
hda-5;Q8I4I9;Histone deacetylase;15,2181;14,4758;14,5303;14,4762;16,0921;13,9719;15,1994;14,6215;0,248691;0,498459;-0,296095;-0,610316;
gls-1;Q8I4M5;Germline survival defective-1;13,3845;13,0285;13,1626;13,6321;13,9906;13,3884;13,3279;14,2942;0,831191;0,117617;-0,44835;-1,66234;
npp-22;Q8I4N3;Nucleoporin ndc-1;13,3995;13,4152;13,5829;13,8453;14,1892;13,9218;13,8138;13,9307;1,6678;0,0183295;-0,403192;-3,08633;+
gars-1;Q8I711;Glycyl Amino-acyl tRNA Synthetase;16,9382;16,7322;16,5854;16,3842;16,9587;17,3593;17,1293;16,575;0,857467;0,11062;-0,345562;-1,7062;
odr-4;Q8I7F8;Odorant response abnormal protein 4;14,3759;14,6;14,7751;14,0124;14,4952;14,4726;13,9478;15,1589;0,0955349;0,760235;-0,0778072;-0,261384;
ttr-33;Q8I7H9;TransThyretin-Related family domain;15,5361;14,3753;14,3894;14,1925;11,4775;14,1883;14,0675;12,0221;1,16268;0,0545119;1,6845;2,21407;
CELE_K09H9,5;Q8IA63;Uncharacterized protein;12,7218;13,3398;13,2571;12,6737;13,1296;13,2966;12,4464;13,3859;0,0876723;0,778163;-0,0664687;-0,241514;
fpn-1,1;Q8IA95;FerroPortiN;13,8701;14,4628;14,6824;9,42766;14,806;14,2696;14,5825;14,7412;0,557642;0,227818;-1,4891;-1,1957;
CELE_Y50D7A,10;Q8IAA5;Uncharacterized protein;11,0034;10,6945;10,5251;10,7289;13,8628;13,7992;12,7472;13,7231;4,2196;0,000242991;-2,79515;-9,92929;+
clp-4;Q8IAA9;CaLPain family;14,6439;14,24;13,9671;14,0626;13,9751;13,8577;13,8941;14,9107;0,085395;0,782725;0,069;0,235713;
aqp-1;Q8IG23;AQuaPorin or aquaglyceroporin related;15,703;15,8373;15,8291;15,7777;16,6476;16,5869;15,8444;16,248;1,56901;0,0215743;-0,544948;-2,9101;+
bmy-1;Q8IG33;Boca/MESD chaperone for YWTD beta-propeller-EGF;14,3104;13,9733;14,2219;13,7478;15,1171;14,8922;14,0779;14,3944;1,08299;0,0648328;-0,55708;-2,08113;
let-611;Q8IG67;Uncharacterized protein;13,1281;12,6988;12,5697;12,8557;13,3389;13,68;11,9712;13,2322;0,252103;0,494047;-0,242483;-0,617452;
lpd-2;Q8IG68;LiPid Depleted;14,1794;13,6421;12,29;13,7784;14,6757;13,7745;14,3098;14,4949;0,945288;0,089093;-0,841218;-1,85231;
CELE_Y44E3A,6;"Q8ITV6;Q8ITV7";Uncharacterized protein;14,2677;14,4171;14,0158;14,0648;14,5452;14,4267;14,158;14,6261;0,909407;0,096733;-0,247667;-1,79268;
clec-67;Q8ITX4;C-type LECtin;15,0207;14,8033;14,9939;14,7963;15,4151;15,2182;15,217;15,5873;2,26445;0,00518166;-0,455852;-4,24006;+
pck-1;Q8ITY1;Phosphoenolypyruvate CarboxyKinase;15,2374;15,2146;15,0696;15,1996;14,1468;13,8616;13,9784;14,7509;2,58778;0,00300111;0,995863;4,94782;+
C50D2,5;Q8ITY4;Splicing factor 3B subunit 6-like protein;13,7379;14,6162;13,9192;14,3177;13,6738;13,4545;13,9451;13,5123;1,16459;0,0543881;0,501302;2,21726;
C50D2,8;Q8ITY5;Uncharacterized protein;12,9265;13,0244;12,8832;12,935;13,3419;12,8159;12,9148;13,0196;0,285008;0,454761;-0,0807927;-0,685213;
fum-1;Q8ITZ0;FUMarase;13,8391;13,7419;13,8306;13,1395;14,1536;13,1172;13,1093;13,4527;0,246009;0,501211;0,179595;0,60469;
CELE_F25B4,8;Q8MNR9;Uncharacterized protein;15,9226;15,321;15,3048;15,3904;14,8806;14,4873;14,2834;13,9114;2,32855;0,00442105;1,09403;4,3751;+
lim-8;"Q8MNT0;Q95QI3";LIM domain family;13,199;13,19;13,1903;13,5421;13,6849;13,9121;13,681;14,2865;1,97349;0,00922989;-0,610785;-3,65604;+
kbp-2;Q8MNT1;KNL (Kinetochore null) Binding Protein;14,9297;14,6757;14,2313;14,435;14,0906;12,9715;13,2613;13,5712;2,08132;0,00713647;1,09427;3,86724;+
C29E4,12;Q8MNU8;Protein FMC1 homolog;15,2854;15,2662;15,2225;15,1684;14,5;14,4271;14,7358;15,0677;2,03304;0,00791414;0,552943;3,77196;+
C14B9,10;Q8MNV8;Uncharacterized protein;19,2672;19,323;18,8955;18,6533;18,8603;18,806;18,8711;18,6994;0,664052;0,175368;0,22556;1,3802;
ubh-2;Q8MNY0;Ubiquitin carboxyl-terminal hydrolase;13,8728;14,1508;14,7856;15,0405;13,5098;13,6918;13,6791;13,7589;1,56493;0,0217412;0,802488;2,9029;+
CELE_Y43F4B,10;Q8MPP5;Uncharacterized protein;12,5197;11,5442;11,3572;12,3658;12,9225;12,1988;11,9649;9,38528;0,152554;0,647392;0,328879;0,398874;
CELE_ZK54,3;Q8MPR4;Uncharacterized protein;15,5999;15,8701;16,0352;15,8283;12,0137;14,3645;12,5327;9,74311;2,06782;0,00730435;3,66991;3,84047;+
del-6;Q8MPW0;DEgenerin Like;15,7978;15,9076;15,9398;15,8501;15,8309;16,2544;15,6653;16,4081;0,413723;0,327089;-0,165863;-0,935316;
dnj-20;Q8MPX3;DnaJ homolog dnj-20;15,4503;15,2065;15,3305;15,3831;14,9856;15,5519;15,4767;15,375;0,0116364;0,967316;-0,00470018;-0,0345465;
spp-2;Q8MPX7;SaPosin-like Protein family;13,7408;14,1101;13,6735;14,512;14,8637;16,5573;13,3941;15,7558;0,799006;0,12715;-1,13362;-1,60849;
CELE_F55F3,2;"Q8MQ23;Q9XUY4";Carboxylic ester hydrolase;14,6903;14,3346;14,6705;14,0113;11,9761;13,8519;13,0907;12,1483;1,92665;0,00984867;1,6599;3,56608;+
CELE_F54D8,6;Q8MQ25;Uncharacterized protein;14,9144;14,7943;13,9673;14,109;12,306;13,1666;12,6567;12,4702;2,98917;0,00154088;1,7964;5,9305;+
CELE_F18C5,10;Q8MQ73;Uncharacterized protein;11,0161;9,9923;10,265;10,8432;11,8602;10,5466;10,9209;10,8253;0,65492;0,17944;-0,509075;-1,36456;
CELE_D2030,11;Q8MQ89;Uncharacterized protein;11,6959;10,4084;10,3688;10,5337;10,575;8,64598;8,95968;10,4534;0,944048;0,0893265;1,09318;1,85025;
C51E3,9;Q8MQ99;Uncharacterized protein;14,7116;13,3884;14,2499;13,3957;12,9689;14,6616;13,9238;11,9752;0,357197;0,37753;0,554033;0,828025;
C25H3,7;Q8MQC1;Uncharacterized protein;14,7522;14,7313;14,7514;14,4861;15,662;14,9895;15,3351;15,7084;2,22202;0,00575768;-0,7435;-4,15202;+
CELE_W02D3,12;Q8MQG6;Uncharacterized protein;16,0375;16,0363;16,1791;15,9999;15,8453;15,6022;15,5906;15,2183;1,99063;0,0087192;0,499073;3,68922;+
CELE_F56F11,4;"Q8MXF1;Q9TZ65";Uncharacterized protein;17,1394;16,9699;17,1131;17,0198;17,5721;17,1701;17,0663;17,2633;0,906185;0,0976403;-0,207439;-1,78732;
CELE_T09A12,5;Q8MXH3;Uncharacterized protein;16,9373;16,8995;16,7834;16,8717;15,4651;15,6142;16,3313;15,7173;2,88015;0,00177396;1,09103;5,65097;+
C11D2,7;Q8MXH7;Uncharacterized protein;15,8998;15,6094;15,782;15,512;15,3701;15,4974;15,1983;15,5543;1,34544;0,0365918;0,29577;2,52242;+
ucr-11;Q8MXI1;Ubiquinol-Cytochrome c oxidoReductase complex;17,43;16,4631;17,6505;16,5674;17,1304;16,3452;17,2566;17,6496;0,0589556;0,846057;-0,0676827;-0,166728;
CELE_T23E7,2;Q8MXJ1;Uncharacterized protein;16,0125;15,7812;16,2881;16,2367;16,3805;14,5997;15,5601;15,2416;0,814578;0,121932;0,634125;1,63457;
Y92H12BL,1;Q8MXQ7;Threonylcarbamoyladenosine tRNA methylthiotransferase;13,9832;13,87;13,7658;13,1791;14,086;14,2057;13,903;14,0305;0,962106;0,0863742;-0,356805;-1,88025;
hrpf-2;Q8MXR2;HnRNP F homolog;14,6425;14,8822;15,0688;14,6552;14,7443;14,718;14,5758;14,6342;0,6312;0,190978;0,144065;1,32378;
ipla-6;Q8MXR3;Intracelllar PhosphoLipase A family;11,0326;10,4567;10,7758;10,4015;13,2911;12,9599;13,0106;12,7354;4,7989;0;-2,33259;-12,5187;+
sqd-1;Q8MXR6;Homologous to Drosophila SQD (Squid) protein;18,5723;18,389;18,488;18,3148;18,0876;18,4978;18,3994;18,328;0,495342;0,263988;0,112832;1,08486;
rab-18;Q8MXS1;Ras-related protein Rab-18;15,252;14,9398;14,6582;14,7404;14,8148;14,7413;14,7616;14,7957;0,392694;0,343738;0,119265;0,895804;
CELE_Y47G6A,22;Q8MXS8;Uncharacterized protein;17,3792;16,8955;16,9326;16,6183;16,8392;16,944;16,6665;16,9984;0,217376;0,541265;0,0943604;0,543751;
prdx-6;Q8MXT1;PeRoxireDoXin;15,3071;14,9342;15,1608;15,1216;15,1317;15,4386;15,4537;15,5053;1,15331;0,0552893;-0,251395;-2,1984;
col-106;Q8MXT6;COLlagen;14,8793;14,7556;14,6599;15,1496;14,6678;14,7418;14,7436;14,636;0,731991;0,149718;0,163798;1,49573;
ctl-3;"Q8MYL7;U4PE16";Catalase;13,8812;14,0623;13,1719;12,5729;10,8176;14,5468;10,5833;11,2454;0,820434;0,120368;1,62383;1,64436;
CELE_Y39B6A,42;Q8MYM4;Uncharacterized protein;14,7119;14,1741;14,6544;14,6455;16,6097;16,1273;15,4956;15,9473;2,90613;0,00165154;-1,49851;-5,71668;+
CELE_Y39B6A,36;Q8MYM8;General transcription factor IIF subunit 2;14,3982;14,022;14,539;13,6941;13,7373;13,2943;13,3645;13,8907;1,31777;0,0390361;0,591623;2,47532;+
Y39B6A,34;Q8MYM9;APOPT family protein Y39B6A,34, mitochondrial;12,2851;12,9627;12,8722;12,2368;13,06;13,6764;13,2394;12,7538;1,14701;0,0557371;-0,593228;-2,18787;
mtp-18;Q8T3C8;Mitochondrial fission process protein 1;14,1385;13,8915;14,3063;14,3714;14,43;14,0633;13,7536;14,0503;0,237342;0,511874;0,102635;0,586418;
scpl-1;Q8T3G2;CTD small phosphatase-like protein 1;12,1274;13,1108;12,9539;15,3153;13,586;13,772;13,8161;14,2135;0,28121;0,459167;-0,470082;-0,677487;
nhx-2;Q8T5S1;Na(+)/H(+) exchanger protein 2;14,9298;14,8049;14,7483;14,7444;15,5912;15,2876;15,1242;15,5467;2,56608;0,00303282;-0,58056;-4,89817;+
acsd-1;"Q8T8B9;Q95Y54";"2-amino-3-carboxymuconate-6-semialdehyde decarboxylase;AminoCarboxymuconate Semialdehyde Decarboxylase";14,5133;14,9611;14,8955;14,7583;15,1873;14,5266;15,6237;14,7893;0,428759;0,314768;-0,249692;-0,963298;
CELE_Y51F10,7;Q8TA47;Uncharacterized protein;17,9093;16,6931;17,2157;16,8718;16,129;16,3652;15,6445;16,034;1,98178;0,009;1,12929;3,67207;+
dnj-10;Q8TA83;DnaJ homolog dnj-10;13,7353;14,5368;14,7144;14,1206;14,5488;13,9968;14,5558;14,0874;0,0264176;0,929567;-0,0204351;-0,0771869;
csnk-1;Q8WQ99;Casein kinase I gamma;14,0695;13,6773;14,0773;13,6864;13,5386;13,7635;13,5797;13,7238;0,915267;0,0953197;0,226232;1,80242;
exc-4;Q8WQA4;Chloride intracellular channel exc-4;15,4753;15,3831;15,2955;15,4957;15,8241;14,9972;15,2089;15,8525;0,0962591;0,758952;-0,0583024;-0,263202;
rps-20;Q8WQA8;Ribosomal Protein, Small subunit;19,6761;19,6404;19,6151;19,5719;20,3206;19,5379;19,2716;19,889;0,227264;0,526021;-0,128871;-0,564984;
CELE_Y105E8A,14;Q8WQB0;Uncharacterized protein;13,9862;12,869;12,4866;13,5166;13,3701;12,3589;13,4379;13,4178;0,0568347;0,850745;0,0684078;0,161057;
apg-1;Q8WQB3;AdaPtin, Gamma chain (Clathrin associated complex);14,5575;13,9212;14,0645;14,066;14,5569;14,3394;14,1614;14,4616;0,671483;0,172807;-0,22752;-1,39291;
CELE_Y105E8A,8;Q8WQB4;Uncharacterized protein;13,3015;11,5877;12,49;12,406;13,4546;12,754;12,7536;13,2177;0,751848;0,143037;-0,598702;-1,52924;
CELE_Y105E8A,3;Q8WQB6;Uncharacterized protein;13,7424;13,7549;13,4873;13,0668;12,7466;13,5564;13,1067;13,886;0,260581;0,482928;0,188877;0,635093;
CELE_R04F11,5;Q8WQD7;Uncharacterized protein;14,8932;14,3267;14,5834;14,3092;15,5087;15,0928;15,3001;14,8762;1,86795;0,0116789;-0,666322;-3,45479;+
CELE_F07F6,8;Q8WQF7;Uncharacterized protein;12,9618;12,1587;11,9201;11,8151;13,0012;12,302;12,1754;12,485;0,381472;0,354218;-0,27695;-0,874529;
C35D10,1;Q8WQG1;ER membrane protein complex subunit 7 homolog;13,1648;13,619;13,9971;13,4599;14,4867;13,9877;13,9798;13,8025;1,16389;0,0544326;-0,50399;-2,21609;
mbk-1;Q8WQL7;Dual specificity tyrosine-phosphorylation-regulated kinase mbk-1;14,9547;15,7052;14,1663;14,7228;13,0136;15,2186;13,2751;13,1505;1,03561;0,0719845;1,22278;2,00234;
CELE_H43I07,3;Q8WSL9;Uncharacterized protein;14,5194;14,2375;14,4552;14,8462;14,4466;14,7119;14,886;14,8411;0,613031;0,199528;-0,206817;-1,29238;
C15B12,8;Q8WSW2;Uncharacterized protein;12,6231;12,664;12,6009;13,3967;15,1637;13,6509;13,748;14,7807;1,93674;0,00984298;-1,51467;-3,58538;+
erp-1;Q8WT52;Endophilin-Related Protein;14,7794;13,6709;13,6811;13,9333;14,0828;14,0394;13,864;14,0874;0,00276264;0,992849;-0,0022099;-0,00828399;
ubxn-6;Q8WTJ4;UBX-containing protein in Nematodes;16,4684;16,2917;16,3411;15,7084;16,3776;15,8797;16,4142;15,6538;0,188251;0,587359;0,1211;0,479948;
spe-48;"Q8WTK0;X5M5Q2;X5MBH3;X5MD76";Uncharacterized protein;11,0641;10,7245;10,7585;10,8197;12,7521;12,1076;11,32;12,3057;2,21776;0,0058417;-1,27967;-4,14323;+
hpo-29;Q8WTL6;Uncharacterized protein;15,1701;15,1409;14,9103;14,8037;15,4467;15,8565;15,807;15,7581;2,83639;0,00196414;-0,710815;-5,54152;+
arx-4;Q8WTM6;Probable actin-related protein 2/3 complex subunit 2;15,2028;15,2101;15,3846;15,0594;15,4469;15,6538;15,2695;15,6236;1,36686;0,0346071;-0,284203;-2,55898;+
C01G10,7;Q93167;Uncharacterized protein;13,835;13,4202;13,5862;13,0856;14,0474;13,5176;13,9856;13,809;0,92495;0,0932421;-0,358165;-1,81852;
C01G10,8;Q93168;Uncharacterized protein;15,9173;15,7916;15,8017;15,7617;16,0865;15,9979;15,7383;16,029;0,864669;0,108723;-0,144863;-1,71821;
C01G10,9;Q93169;Methylthioribose-1-phosphate isomerase;12,7042;12,969;13,5332;13,4311;14,802;13,8734;14,4016;14,2593;2,29001;0,00484173;-1,17475;-4,29361;+
"C01G10,14;C25D7,1";"Q93173;Q9U3P3";Major sperm protein;11,4058;11,4487;11,0174;12,3398;10,4184;10,2177;10,1824;10,6456;2,13034;0,00672293;1,1869;3,96522;+
gpx-5;Q93204;Glutathione peroxidase;17,634;17,2971;17,4536;17,3615;16,1097;16,5693;16,3879;16,9335;2,60761;0,00282057;0,93646;4,99351;+
pabp-2;Q93233;PolyA Binding Protein (Nuclear);14,6341;14,7255;14,988;15,2853;15,4289;14,9289;15,0842;15,1913;0,66862;0,174011;-0,250085;-1,38802;
